# copied from 2006
# updated from umc data
# remove this line when finished
2021-11-28       blue     Advent
2021-11-29       blue     Advent
2021-11-30      white     Advent Andrew
2021-12-01      white     Advent Nicholas Ferrar
2021-12-02      white     Advent Channing Moore Williams
2021-12-03       rose     Advent Advent 2
2021-12-04      white     Advent John of Damascus
2021-12-05      white     Advent Clement of Alexandria
2021-12-06      white     Advent Nicholas
2021-12-07      white     Advent Ambrose
2021-12-08       blue     Advent
2021-12-09       blue     Advent
2021-12-10       blue     Advent Advent 3
2021-12-11       blue     Advent
2021-12-12       blue     Advent
2021-12-13       blue     Advent
2021-12-14       blue     Advent
2021-12-15       blue     Advent
2021-12-16       blue     Advent
2021-12-17       blue     Advent Advent 4
2021-12-18       blue     Advent
2021-12-19       blue     Advent
2021-12-20       blue     Advent
2021-12-21      white     Advent Thomas
2021-12-22       blue     Advent
2021-12-23       blue     Advent
2021-12-24       blue     Advent Advent 5
2021-12-25      white  Christmas Christmas
2021-12-26        red  Christmas Stephen
2021-12-27      white  Christmas John the Apostle
2021-12-28        red  Christmas Holy Innocents
2021-12-29      green  Christmas
2021-12-30      green  Christmas
2021-12-31      green  Christmas Christmas 1
